WKT,Latitude,Longitude,Name,Category,Time,Description,Classification
POINT (127.1478106 37.8297075),37.8297075,127.1478106,Bakso Bejo Korea,Indonesian,,,Halal restaurant
POINT (126.9227354 37.5524464),37.5524464,126.9227354,Doner Kebab,Turkish,11:00 ~ 22:00,,Halal restaurant
POINT (126.9252188 37.5558468),37.5558468,126.9252188,Nusantaraku,Indonesian, 10:00 ~ 22:00,,Halal restaurant
POINT (126.9942293 37.534342),37.534342,126.9942293,Ankara Picnic,Turkish,11:00 ~ 22:00,,Halal restaurant
POINT (128.9797519 35.1631847),35.1631847,128.9797519,Bombay Spices View,Indian,24hr,,Halal restaurant
POINT (128.9793817 35.1636847),35.1636847,128.9793817,Rindu Kampoeng,Indonesian,10:00~22:00. Closed on Tuesdays.,,Halal restaurant
POINT (127.5810188 34.9694429),34.9694429,127.5810188,Tashkent,Uzbek,Closed on Mondays.,,Halal restaurant
POINT (127.0873826 36.2034619),36.2034619,127.0873826,Doner Kebab,Turkish,10:00~23:00,,Halal restaurant
POINT (127.0377564 36.9282897),36.9282897,127.0377564,TAHABIP AKA,Uzbek,,,Halal restaurant
POINT (127.5710838 36.7758835),36.7758835,127.5710838,So'lim,Uzbek,,,Halal restaurant
POINT (128.8804515 35.2334718),35.2334718,128.8804515,Rumahmakanmilla,Indonesian,,,Halal restaurant
POINT (128.4305938 34.84384679999999),34.8438467,128.4305938,Rumahmakanmilla,Indonesian,,,Halal restaurant
POINT (126.52499 33.5139437),33.5139437,126.52499,Rumah makan pelangi,Indonesian,11:00am - 09:00pm,,Halal restaurant
POINT (127.4645289 36.641058),36.641058,127.4645289,Doner Kebab,Turkish,12:00 ~ 22:00,,Halal restaurant
POINT (127.0714845 37.5521028),37.5521028,127.0714845,Kebab Shi,Turkish,11:00 ~ 01:00,,Halal restaurant
POINT (126.9374262 37.5529838),37.5529838,126.9374262,KD Kebab House,Turkish,11:00am - 09:00pm.,,Halal restaurant
POINT (126.9346656 37.55826),37.55826,126.9346656,Gosami,Korean, 11:00am - 08:50pm. Break time 2:00pm - 3:50pm,,Halal restaurant
POINT (126.8461178 37.7828106),37.7828106,126.8461178,Al Madina Halal Restaurant,Indian,,,Halal restaurant
POINT (126.6176254 37.5935997),37.5935997,126.6176254,Halal Boss,Uzbek,,,Halal restaurant
POINT (126.9875148 37.5421851),37.5421851,126.9875148,Dawn Bagel,Cafe,08:00 ~ 16:00. Weekends 09:00 ~ 17:00. Closed on Mondays,,Halal restaurant
POINT (126.791957 37.328764),37.328764,126.791957 ,SARAY DONER KEBAB,Turkish,24H,,Halal restaurant
POINT (126.6808411 37.4256939),37.4256939,126.6808411,East Pizza and Chicken,Western,14:00 ~ 02:30.,,Halal restaurant
POINT (126.6522822 37.4177954),37.4177954,126.6522822,Bab Alyeman,Arabic,,,Halal restaurant
POINT (128.5576411 35.8855322),35.8855322,128.5576411,Smile Uz,Uzbek,10:00 ~ 22:00.,,Halal restaurant
POINT (126.3771961 34.7477579),34.7477579,126.3771961,Fayzli Oshxona,Uzbek,11:00 ~ 23:00.,,Halal restaurant
POINT (126.7747203 37.7652591),37.7652591,126.7747203,Al Mudina,Indian,10:00 ~ 20:30.,,Halal restaurant
POINT (126.9870995 37.5416063),37.5416063,126.9870995,Casablanca,Moroccan,12:00 pm - 10:00 pm. closed on Monday,,Partially Halal restaurant
POINT (126.9202358 37.5534706),37.5534706,126.9202358,Amma (Hongdae Branch),Indian,11:30 pm - 11:30 pm,,Partially Halal restaurant
POINT (126.9872724 37.5415276),37.5415276,126.9872724,Morococo Cafe,Moroccan,12:00 pm - 10:00 pm. (closed on Monday),,Partially Halal restaurant
POINT (126.9239329 37.55104519999999),37.5510452,126.9239329,Yeti,Indian,11:00 am - 02:00 am.,,Partially Halal restaurant
POINT (126.921958 37.561213),37.561213,126.921958,Hello India,Indian,11:30am - 10:00 pm.,,Partially Halal restaurant
POINT (126.9489459 37.5422784),37.5422784,126.9489459,Om Restaurant & Cafe,Indian,11:00 am - 10:00 pm. ,,Partially Halal restaurant
POINT (127.0352754 37.58843299999999),37.5884329,127.0352754,Bina,Indian,11:00am - 10:00 pm.,,Partially Halal restaurant
POINT (126.9860795 37.5642779),37.5642779,126.9860795,Taj,Indian,11:30am - 10:00 pm. Break time 3:00pm - 5:30pm,,Partially Halal restaurant
POINT (126.9884641 37.5615436),37.5615436,126.9884641,Myeongdongjeong,Korean,11:30am - 09:30 pm. Break time 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (127.041883 37.560076),37.560076,127.041883 ,Ganges,Indian,11:00am - 10:00 pm. closed on Sundays,,Partially Halal restaurant
POINT (126.9850889 37.563062),37.563062,126.9850889,Gurkha Restaurant,Indian,10:30am - 10:00 pm.,,Partially Halal restaurant
POINT (127.0057951 37.5651816),37.5651816,127.0057951,Cafe Uzbekistan,Uzbek,09:30am - 11:30 pm. ,,Partially Halal restaurant
POINT (126.9859348 37.5593378),37.5593378,126.9859348,Maehwa Yangggochi,Chinese,11:00am - 10:20 pm.,,Partially Halal restaurant
POINT (126.9993044 37.5824317),37.5824317,126.9993044,Kali,Indian,11:30am - 09:10 pm. 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (126.9711364 37.5778215),37.5778215,126.9711364,CousCous,Moroccan,11:30am - 11:00 pm. closed on Tuesdays.,,Partially Halal restaurant
POINT (126.9798658 37.5707125),37.5707125,126.9798658,Durga,Indian,10:00am - 09:00 pm.,,Partially Halal restaurant
POINT (126.9840708 37.5697267),37.5697267,126.9840708,Himalayas,Indian,10:30am - 11:00 pm.,,Partially Halal restaurant
POINT (127.0295105 37.5849075),37.5849075,127.0295105,Benares Indian Restaurant,Indian,11:00 - 21:00. Break time(weekdays) 15:00 - 17:00.,,Partially Halal restaurant
POINT (126.9449134 37.5590252),37.5590252,126.9449134,Aangan Restaurant,Indian,11:00am - 10:00 pm.,,Partially Halal restaurant
POINT (127.0291985 37.5859316),37.5859316,127.0291985,Otsal,Indian,11:00am - 09:30 pm. Breaktime 3:30pm - 5:30pm,,Partially Halal restaurant
POINT (126.9527655 37.4797029),37.4797029,126.9527655,OTSAL,Indian,11:00am - 10:00 pm. ,,Partially Halal restaurant
POINT (126.9761097 37.5704235),37.5704235,126.9761097,Om Restaurant & Cafe,Indian,11:30am - 10:00 pm.,,Partially Halal restaurant
POINT (126.9975572 37.5849156),37.5849156,126.9975572,Persian Palace,Arabic,11:30 ~ 21:30,,Partially Halal restaurant
POINT (126.7613006 37.5030383),37.5030383,126.7613006,Masala Indian Restaurant,Indian,11:30am - 10:00pm. ,,Partially Halal restaurant
POINT (127.00682 37.566892),37.566892,127.00682,Pooja 2,Indian,11:00am - 10:00 pm. Break time 3:00pm - 5:00pm.,,Partially Halal restaurant
POINT (126.9886558 37.5683742),37.5683742,126.9886558,Potala Restaurant,Indian,11:00am - 10:00 pm. Breaktime 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (126.9360126 37.55879029999999),37.5587902,126.9360126,Manokamana,Indian,11:00am - 10:30pm.,,Partially Halal restaurant
POINT (126.9988185 37.5826026),37.5826026,126.9988185,Manokamana,Indian,11:00am - 10:30pm. ,,Partially Halal restaurant
POINT (126.9371516 37.5575384),37.5575384,126.9371516,Indoyasijang,Indian, 11:30 pm - 10:00 pm.,,Partially Halal restaurant
POINT (126.9318725 37.5200787),37.5200787,126.9318725,Mother India,Indian,10:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.8997098 37.4834102),37.4834102,126.8997098,Benares Indian Restaurant,Indian,11:00 - 21:00. Break time(weekdays) 15:00 - 17:00.,,Partially Halal restaurant
POINT (126.9354249 37.5577741),37.5577741,126.9354249,Amma,Indian, 11:30 pm - 10:00 pm.,,Partially Halal restaurant
POINT (127.0286877 37.4948366),37.4948366,127.0286877,Baba India,Indian,11:00am - 09:00 pm. Break time 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (127.1074413 37.5153583),37.5153583,127.1074413,Kitchen of India,Indian,Weekdays (11:00am - 09:30 pm),,Partially Halal restaurant
POINT (127.0566151 37.5098562),37.5098562,127.0566151,Luna Asia,Indian,Weekdays (11:00am - 09:00 pm. Break time 2:30pm - 5:00pm),,Partially Halal restaurant
POINT (127.012016 37.5720996),37.5720996,127.012016 ,Darsahan Namaste,Indian,11:00am - 10:00pm.,,Partially Halal restaurant
POINT (127.0574834 37.5127138),37.5127138,127.0574834,Asian Live,Asian,LUNCH	11:30 ~ 14:30 (Last Order 14:00) DINNER	18:00 ~ 22:00 (Last Order 21:30),,Partially Halal restaurant
POINT (127.0606633 37.5095184),37.5095184,127.0606633,Grand Kitchen,Asian, 06:30 ~ 10:30 / 12:00 ~ 14:30 / 18:00 ~ 21:30,,Partially Halal restaurant
POINT (127.524823 37.8058606),37.8058606,127.524823 ,Namisum Kkokko Chuncheon Dakgalbi,Korean,09:30am - 08:00pm.,,Partially Halal restaurant
POINT (127.0487282 37.739093),37.739093,127.0487282,Durga Indian restaurant,Indian,11:00am - 11:00 pm.,,Partially Halal restaurant
POINT (127.0778624 37.1980561),37.1980561,127.0778624,Suembu (Indian & Nepalese Restaurant),Indian,"Lunch 11:00 - 14:50pm ( last order 13:50), Dinner 17:00 - 20:00 ( last order 19:00), Break time 15:00-17:00",,Partially Halal restaurant
POINT (126.9103202 37.13353699999999),37.1335369,126.9103202,Taj Palace,Indian,10:00am - 09:00pm,,Partially Halal restaurant
POINT (126.7252213 37.49019849999999),37.4901984,126.7252213,Bihanee,Indian,11:00am - 10:00pm,,Partially Halal restaurant
POINT (126.4629515 37.43886450000001),37.4388645,126.4629515,Raj,Indian,11:30am - 10:00pm,,Partially Halal restaurant
POINT (127.0513849 37.0809733),37.0809733,127.0513849,Spice Village,Indian,,,Partially Halal restaurant
POINT (126.6609619 37.3795614),37.3795614,126.6609619,Manokamana,Indian,10:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.6474228 37.3908237),37.3908237,126.6474228,Manokamana,Indian,10:30am - 10:30pm.,,Partially Halal restaurant
POINT (127.0873016 36.9924486),36.9924486,127.0873016,Swoyambhu Restaurant,Indian,11:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.6271132 37.5207616),37.5207616,126.6271132,Yangwon,Chinese,04:00pm - 10:30pm.,,Partially Halal restaurant
POINT (126.6448189 37.3917118),37.3917118,126.6448189,Bombay Brau,Indian,11:30 ~ 22:00,,Partially Halal restaurant
POINT (126.828851 37.31002640000001),37.3100264,126.828851 ,Ginza Indian Restaurant,Indian,11:30am - 10:00pm.,,Partially Halal restaurant
POINT (126.7845191 37.4880929),37.4880929,126.7845191,Annapurna Restaurant,Indian,11:00am - 10:30pm.,,Partially Halal restaurant
POINT (127.7228049 37.8635121),37.8635121,127.7228049,Jinbo Dakgalbi,Korean,10:00am - 10:00pm. ,,Partially Halal restaurant
POINT (127.7271564 37.8783232),37.8783232,127.7271564,Mahasiddha Curry,Indian,11:30am - 10:00pm. Break time 3:30pm - 5:00pm,,Partially Halal restaurant
POINT (126.9235138 37.39935249999999),37.3993524,126.9235138,Shubh Indo Curry House,Indian,11:00am - 10:30pm.,,Partially Halal restaurant
POINT (126.7120924 35.9859099),35.9859099,126.7120924,Sweet India,Indian,11:30am - 09:00pm. Breakt time 03:00pm - 05:00pm,,Partially Halal restaurant
POINT (127.052155 37.5113181),37.5113181,127.052155 ,Tandoorikha,Indian,11:30 - 21:00. Closed on Weekends,,Partially Halal restaurant
POINT (128.6089823 35.8925268),35.8925268,128.6089823,New Saladin,Indian,11:00am - 10:00pm,,Partially Halal restaurant
POINT (129.3374091 36.0048926),36.0048926,129.3374091,Indra,Indian,11:00am - 09:30pm,,Partially Halal restaurant
POINT (129.3396476 36.02234079999999),36.0223407,129.3396476,Antalya,Turkish,-LUNCH TIME am11-pm3 / BREAK TIME pm3-pm5 / DINNER TIME pm5-pm10 / CLOSED on SUNDAYs,,Partially Halal restaurant
POINT (128.5956939 35.87337720000001),35.8733772,128.5956939,Balaji,Indian,11:00am - 09:00pm,,Partially Halal restaurant
POINT (128.7089632 35.8390495),35.8390495,128.7089632,Taj Mahal in Korea,Indian,11:30am - 10:00pm,,Partially Halal restaurant
POINT (128.6091003 35.8926405),35.8926405,128.6091003,Indo Bangnanggi,Indian,11:30am - 09:30pm,,Partially Halal restaurant
POINT (129.0618876 35.15375109999999),35.1537510,129.0618876,Rama & Bavana,Asian,11:30am - 10:00pm. Break time 4:00pm - 5:00pm.,,Partially Halal restaurant
POINT (128.5938906 35.8664866),35.8664866,128.5938906,Tara ,Indian,11:00am - 10:00pm,,Partially Halal restaurant
POINT (127.0296843 37.585951),37.585951,127.0296843,Bina,Indian,11:00am - 10:00 pm. Closed on Saturdays.,,Partially Halal restaurant
POINT (126.9203353 37.5493944),37.5493944,126.9203353,Delhi India,Indian,11:00 am - 10:30 pm. ,,Partially Halal restaurant
POINT (128.6764549 35.2226285),35.2226285,128.6764549,Maharaja Indian Restaurant ,Indian,10:30am - 10:30pm. Break time 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (126.523168 33.5110266),33.5110266,126.523168 ,Wardah Restaurant,Arabic, 12:00pm - 10:00pm. Closed on Sundays.,,Partially Halal restaurant
POINT (126.5232707 33.5102389),33.5102389,126.5232707,Bagdad,Indian,11:00am - 11:00pm. Break time 3:30pm - 5:30pm. Closed on Wednesdays.,,Partially Halal restaurant
POINT (126.9531566 37.4792365),37.4792365,126.9531566,Amma,Indian,11:30 am - 10:00 pm.,,Partially Halal restaurant
POINT (129.1172582 35.15304100000001),35.1530410,129.1172582,Bollywood,Indian,12:00pm - 11:00pm. Closed on Tuesdays.,,Partially Halal restaurant
POINT (129.0379432 35.11389799999999),35.1138979,129.0379432,Samarkand,Uzbek,10:00am - 00:00am. ,,Partially Halal restaurant
POINT (126.4902359 33.4882407),33.4882407,126.4902359,Rajmahal,Indian,11:30am - 11:30pm. ,,Partially Halal restaurant
POINT (129.1601145 35.1612109),35.1612109,129.1601145,Bombay Brau,Indian,11:00am - 11:00pm.,,Partially Halal restaurant
POINT (126.9713739 37.2972199),37.2972199,126.9713739,Bella Tunisia,Arabic,11:00am - 10:00pm. Closed on Weekends.,,Partially Halal restaurant
POINT (129.0289172 35.0989757),35.0989757,129.0289172,New Little India,Indian,11:30am - 10:00pm.,,Partially Halal restaurant
POINT (128.709622 35.83847759999999),35.8384775,128.709622 ,Raga Indian Restaurant,Indian,11:30am - 10:00pm. 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (129.4274601 35.4972898),35.4972898,129.4274601,Shalimar Restaurant,Indian,11:00pm - 10:30pm. Break time 3:00pm - 5:00pm.,,Partially Halal restaurant
POINT (129.428869 35.499845),35.499845,129.428869 ,Bela Moti,Indian,11:30am - 10:00pm. Closed on Tuesdays.,,Partially Halal restaurant
POINT (128.5979153 35.86836209999999),35.8683620,128.5979153,New Saladin Downtown,Indian,11:00am - 11:00pm,,Partially Halal restaurant
POINT (128.8811376 35.235011),35.235011,128.8811376,New Little India,Indian, 24h,,Partially Halal restaurant
POINT (129.0659694 35.1466229),35.1466229,129.0659694,Bombay Brau,Indian,10:00am - 09:00pm. ,,Partially Halal restaurant
POINT (129.0395897 35.1157074),35.1157074,129.0395897,New Little India,Indian,10:00am - 10:00pm. ,,Partially Halal restaurant
POINT (129.0332528 35.098718),35.098718,129.0332528,Bombay Brau,Indian,10:00am - 09:00pm.,,Partially Halal restaurant
POINT (128.6768448 35.2224642),35.2224642,128.6768448,Bombay Indian Restaurant,Indian,11:30am - 10:30pm.,,Partially Halal restaurant
POINT (128.6766523 35.2224362),35.2224362,128.6766523,Taj Mahal Halal Indian Restaurant,Indian, 11:30am - 09:30pm.Break time 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (129.1605855 35.1619696),35.1619696,129.1605855,Hello India AL-WAHA,Indian,11:00am - 10:00pm. ,,Partially Halal restaurant
POINT (129.3389779 35.5404365),35.5404365,129.3389779,Bombay Brau,Indian,10:00am - 10:00pm. Break time 3:00pm - 5:00pm.,,Partially Halal restaurant
POINT (128.582788 35.23938),35.23938,128.582788,Tajmahal,Indian,11:30am - 10:30pm. Closed on Tuesdays,,Partially Halal restaurant
POINT (129.1610552 35.1614372),35.1614372,129.1610552,Hi asia Indonesian restaurant,Indian,11:30am - 10:00pm. ,,Partially Halal restaurant
POINT (129.1606393 35.16015369999999),35.1601536,129.1606393,Namaste Haeundae,Indian,11:00am - 11:55pm. ,,Partially Halal restaurant
POINT (128.9901477 37.1605312),37.1605312,128.9901477,Shashlik,Uzbek,02:00pm - 01:00am,,Partially Halal restaurant
POINT (126.7899806 37.3311448),37.3311448,126.7899806,Green Asia Restuarant And Mart,Indian,10:00am - 10:00pm,,Partially Halal restaurant
POINT (126.7910406 37.3301992),37.3301992,126.7910406,Kantipur,Indian,11:00am - 11:00pm,,Partially Halal restaurant
POINT (126.9919419 37.5608228),37.5608228,126.9919419,Namaste Restaurant,Indian,11:00am - 10:00pm. Closed on Weekends.,,Partially Halal restaurant
POINT (127.0124869 37.5725333),37.5725333,127.0124869,Everest Restaurant,Indian,11:00am - 10:00pm,,Partially Halal restaurant
POINT (127.0043611 37.5801749),37.5801749,127.0043611,Nirosha Restaurant,Indian,11:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.9379006 37.5549159),37.5549159,126.9379006,Jyoti Indian Restaurant,Indian, 11:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.8846023 37.4793995),37.4793995,126.8846023,Warung Makan Borobudur,Indonesian,Only Weekends.,,Partially Halal restaurant
POINT (126.9979265 37.5612681),37.5612681,126.9979265,Jyoti Restaurant,Indian,11:00am - 10:30pm. Break time 3:00pm - 5:00pm,,Partially Halal restaurant
POINT (127.0106177 37.5718581),37.5718581,127.0106177,Potala,Indian,11:00am - 10:00pm. Weekdays Break time 3:00 pm -5:00pm.,,Partially Halal restaurant
POINT (126.9856533 37.56984930000001),37.5698493,126.9856533,Shilla India Restaurant,Indian,11:00am - 11:00pm.,,Partially Halal restaurant
POINT (127.0018015 37.53832970000001),37.5383297,127.0018015,Grill Doha,Arabic,11:30am - 09:50pm. Break time 2:30pm - 5:00pm. Closed on Mondays,,Partially Halal restaurant
POINT (127.0306809 37.5275495),37.5275495,127.0306809,New Delhi Restaurant,Indian,11:00am - 10:00pm. ,,Partially Halal restaurant
POINT (126.919684 37.54863599999999),37.5486359,126.919684 ,Delhi India,Indian,11:00am - 10:30pm.,,Partially Halal restaurant
POINT (127.0096728 37.5344624),37.5344624,127.0096728,Chakraa,Indian,12:00pm - 09:00pm. Break time 3:00pm - 5:00pm.,,Partially Halal restaurant
POINT (126.9478791 37.5450003),37.5450003,126.9478791,Istanbul Grill,Arabic,11:00am - 11:00pm. Break time 3:00pm - 5:00pm.,,Partially Halal restaurant
POINT (127.0346869 37.50200299999999),37.5020029,127.0346869,Yang Guk,Chinese,04:0pm - 11:00pm. (Saturday - 9:00pm). Closed on Sundays,,Partially Halal restaurant
POINT (126.9807743 37.56025440000001),37.5602544,126.9807743,Chickpeace,Arabic,10:30am - 08:00pm.,,Partially Halal restaurant
POINT (127.0068553 37.2689759),37.2689759,127.0068553,YD Kebab House,Turkish,11:00am - 08:00pm. Closed on Fridays and Weekends. ,,Partially Halal restaurant
POINT (126.6787825 37.4260275),37.4260275,126.6787825,Sushi Box,Western,11:00am - 11:00pm. ,,Partially Halal restaurant
POINT (126.7526274 37.5051013),37.5051013,126.7526274,Machhapuchhre Indian Restaurant,Indian,11:00am - 09:00pm. ,,Partially Halal restaurant
POINT (126.4923995 37.4922334),37.4922334,126.4923995,Raj Indian Restaurant,Indian,11:30am - 10:00pm. ,,Partially Halal restaurant
POINT (126.776568 37.4978483),37.4978483,126.776568 ,Tandoor Indian Restaurant,Indian,11:00am - 10:00pm. ,,Partially Halal restaurant
POINT (126.6451596 37.3855361),37.3855361,126.6451596,Swagat Indian Restaurant,Indian,11:00am - 10:00pm. ,,Partially Halal restaurant
POINT (127.352348 36.36285400000001),36.3628540,127.352348 ,New Taj Mahal,Indian,11:00 am - 11:00 pm.,,Partially Halal restaurant
POINT (126.9152198 37.5515235),37.5515235,126.9152198,Lucky India,Indian,11:30am - 10:00pm. Weekdays Break time 3:30pm- 5:30pm. Mondyas(5:30pm - 10:00pm) ,,Partially Halal restaurant
POINT (126.9249992 37.5554666),37.5554666,126.9249992,Shanti Restaurant Hongdae,Indian,11:30am - 10:00pm. Closed on Tuesdays.,,Partially Halal restaurant
POINT (127.0836955 37.51008290000001),37.5100829,127.0836955,Aladin Lamb,Arabic,04:00pm - 00:00am.,,Partially Halal restaurant
POINT (127.1034334 37.5131008),37.5131008,127.1034334,Agra,Indian,11:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.5666112 33.24212620000001),33.2421262,126.5666112,Yatri Restaurant,Indian,11:30 am - 9:00 pm. Break time from 3:00pm to 5:30pm. closed on Thursday,,Partially Halal restaurant
POINT (127.0617053 37.509386),37.509386,127.0617053,Hummus Kitchen,Arabic,11:00am - 10:00pm.,,Partially Halal restaurant
POINT (126.6856251 37.4252505),37.4252505,126.6856251,Chayhana,Uzbek,11:00am - 10:00pm,,Partially Halal restaurant
POINT (126.6460023 37.4218385),37.4218385,126.6460023,Arabesque,Arabic,11:00am - 10:00pm. Breaktime 4:00pm - 5:00pm.,,Partially Halal restaurant
POINT (127.0796281 37.6236962),37.6236962,127.0796281,Alchon,Korean,09:00am - 08:30pm,,Partially Halal restaurant
